team_id,team_name,country_id,country_name
1,Sturm Graz,1,austria
2,Salzburg,1,austria
3,Mattersburg,1,austria
4,Neustadt,1,austria
5,SK Rapid,1,austria
6,Wacker Innsbruck,1,austria
7,Admira,1,austria
8,Ried,1,austria
9,Wolfsberger AC,1,austria
10,Austria Vienna,1,austria
11,Grodig,1,austria
12,Altach,1,austria
13,St. Polten,1,austria
14,LASK,1,austria
15,Hartberg,1,austria
16,Tirol,1,austria
17,A. Klagenfurt,1,austria
18,A. Lustenau,1,austria
19,BW Linz,1,austria
20,Grazer AK,1,austria
21,Beveren,2,belgium
22,Charleroi,2,belgium
23,Mechelen,2,belgium
24,Genk,2,belgium
25,Louvieroise,2,belgium
26,Lokeren,2,belgium
27,Mouscron,2,belgium
28,Germinal,2,belgium
29,Westerlo,2,belgium
30,Antwerp,2,belgium
31,Aalst,2,belgium
32,Lierse,2,belgium
33,Club Brugge,2,belgium
34,Gent,2,belgium
35,Harelbeke,2,belgium
36,Standard,2,belgium
37,St Truiden,2,belgium
38,Anderlecht,2,belgium
39,Lommel,2,belgium
40,Molenbeek,2,belgium
41,Bergen,2,belgium
42,Heusden Zolder,2,belgium
43,Cercle Brugge,2,belgium
44,FC Brussels,2,belgium
45,Oostende,2,belgium
46,Waregem,2,belgium
47,Roeselare,2,belgium
48,Dender,2,belgium
49,Kortrijk,2,belgium
50,Tubize,2,belgium
51,Eupen,2,belgium
52,Oud-Heverlee Leuven,2,belgium
53,Waasland-Beveren,2,belgium
54,Mouscron-Peruwelz,2,belgium
55,Beerschot VA,2,belgium
56,Seraing,2,belgium
57,St. Gilloise,2,belgium
58,RWD Molenbeek,2,belgium
59,RAAL La Louviere,2,belgium
60,Geel,2,belgium
61,Aarhus,3,denmark
62,Aalborg,3,denmark
63,Sonderjyske,3,denmark
64,Randers FC,3,denmark
65,Esbjerg,3,denmark
66,Silkeborg,3,denmark
67,Brondby,3,denmark
68,Odense,3,denmark
69,FC Copenhagen,3,denmark
70,Midtjylland,3,denmark
71,Horsens,3,denmark
72,Nordsjaelland,3,denmark
73,Viborg,3,denmark
74,Vestsjaelland,3,denmark
75,Hobro,3,denmark
76,Lyngby,3,denmark
77,Vendsyssel,3,denmark
78,Helsingor,3,denmark
79,Vejle,3,denmark
80,Hvidovre IF,3,denmark
81,Fredericia,3,denmark
82,Charlton,4,england
83,Man City,4,england
84,Chelsea,4,england
85,West Ham,4,england
86,Coventry,4,england
87,Middlesbrough,4,england
88,Derby,4,england
89,Southampton,4,england
90,Leeds,4,england
91,Everton,4,england
92,Leicester,4,england
93,Aston Villa,4,england
94,Liverpool,4,england
95,Bradford,4,england
96,Sunderland,4,england
97,Arsenal,4,england
98,Tottenham,4,england
99,Ipswich,4,england
100,Man United,4,england
101,Newcastle,4,england
102,Barnsley,4,england
